Date,High,Low,Open,Close,Volume,Adj Close
2016-10-21,116.91000366210938,116.27999877929688,116.80999755859375,116.5999984741211,23192700.0,111.99945068359375
2016-10-24,117.73999786376953,117.0,117.0999984741211,117.6500015258789,23538700.0,113.00801849365234
2016-10-25,118.36000061035156,117.30999755859375,117.94999694824219,118.25,48129000.0,113.58434295654297
2016-10-26,115.69999694824219,113.30999755859375,114.30999755859375,115.58999633789062,66134200.0,111.02928924560547
2016-10-27,115.86000061035156,114.0999984741211,115.38999938964844,114.4800033569336,34562000.0,109.96309661865234
2016-10-28,115.20999908447266,113.44999694824219,113.87000274658203,113.72000122070312,37861700.0,109.23307800292969
2016-10-31,114.2300033569336,113.19999694824219,113.6500015258789,113.54000091552734,26419400.0,109.06018829345703
2016-11-01,113.7699966430664,110.52999877929688,113.45999908447266,111.48999786376953,43825800.0,107.091064453125
2016-11-02,112.3499984741211,111.2300033569336,111.4000015258789,111.58999633789062,28331700.0,107.1871109008789
2016-11-03,111.45999908447266,109.55000305175781,110.9800033569336,109.83000183105469,26932600.0,106.0382080078125
2016-11-04,110.25,108.11000061035156,108.52999877929688,108.83999633789062,30837000.0,105.0823745727539
2016-11-07,110.51000213623047,109.45999908447266,110.08000183105469,110.41000366210938,32560000.0,106.59817504882812
2016-11-08,111.72000122070312,109.69999694824219,110.30999755859375,111.05999755859375,24054500.0,107.2257308959961
2016-11-09,111.31999969482422,108.05000305175781,109.87999725341797,110.87999725341797,59176400.0,107.05195617675781
2016-11-10,111.08999633789062,105.83000183105469,111.08999633789062,107.79000091552734,57134500.0,104.0686264038086
2016-11-11,108.87000274658203,106.55000305175781,107.12000274658203,108.43000030517578,34094100.0,104.68653106689453
2016-11-14,107.80999755859375,104.08000183105469,107.70999908447266,105.70999908447266,51175500.0,102.06045532226562
2016-11-15,107.68000030517578,106.16000366210938,106.56999969482422,107.11000061035156,32264500.0,103.41211700439453
2016-11-16,110.2300033569336,106.5999984741211,106.69999694824219,109.98999786376953,58840500.0,106.19268035888672
2016-11-17,110.3499984741211,108.83000183105469,109.80999755859375,109.94999694824219,27632000.0,106.15406036376953
2016-11-18,110.54000091552734,109.66000366210938,109.72000122070312,110.05999755859375,28428900.0,106.26026916503906
2016-11-21,111.98999786376953,110.01000213623047,110.12000274658203,111.7300033569336,29264600.0,107.87261962890625
2016-11-22,112.41999816894531,111.4000015258789,111.94999694824219,111.80000305175781,25965500.0,107.94019317626953
2016-11-23,111.51000213623047,110.33000183105469,111.36000061035156,111.2300033569336,27426400.0,107.3898696899414
2016-11-25,111.87000274658203,110.94999694824219,111.12999725341797,111.79000091552734,11475900.0,107.93053436279297
2016-11-28,112.47000122070312,111.38999938964844,111.43000030517578,111.56999969482422,27194000.0,107.7181396484375
2016-11-29,112.02999877929688,110.06999969482422,110.77999877929688,111.45999908447266,28528800.0,107.61194610595703
2016-11-30,112.19999694824219,110.2699966430664,111.5999984741211,110.5199966430664,36162300.0,106.70438385009766
2016-12-01,110.94000244140625,109.02999877929688,110.37000274658203,109.48999786376953,37086900.0,105.70994567871094
2016-12-02,110.08999633789062,108.8499984741211,109.16999816894531,109.9000015258789,26528000.0,106.10578918457031
2016-12-05,110.02999877929688,108.25,110.0,109.11000061035156,34324500.0,105.34306335449219
2016-12-06,110.36000061035156,109.19000244140625,109.5,109.94999694824219,26195500.0,106.15406036376953
2016-12-07,111.19000244140625,109.16000366210938,109.26000213623047,111.02999877929688,29998700.0,107.19676971435547
2016-12-08,112.43000030517578,110.5999984741211,110.86000061035156,112.12000274658203,27068300.0,108.2491455078125
2016-12-09,114.69999694824219,112.30999755859375,112.30999755859375,113.94999694824219,34402600.0,110.01596069335938
2016-12-12,115.0,112.48999786376953,113.29000091552734,113.30000305175781,26374400.0,109.38839721679688
2016-12-13,115.91999816894531,113.75,113.83999633789062,115.19000244140625,43733800.0,111.21315002441406
2016-12-14,116.19999694824219,114.9800033569336,115.04000091552734,115.19000244140625,34031800.0,111.21315002441406
2016-12-15,116.7300033569336,115.2300033569336,115.37999725341797,115.81999969482422,46524500.0,111.82140350341797
2016-12-16,116.5,115.6500015258789,116.47000122070312,115.97000122070312,44351100.0,111.96623229980469
2016-12-19,117.37999725341797,115.75,115.80000305175781,116.63999938964844,27779400.0,112.61309814453125
2016-12-20,117.5,116.68000030517578,116.73999786376953,116.94999694824219,21425000.0,112.91239166259766
2016-12-21,117.4000015258789,116.77999877929688,116.80000305175781,117.05999755859375,23783200.0,113.01858520507812
2016-12-22,116.51000213623047,115.63999938964844,116.3499984741211,116.29000091552734,26085900.0,112.27518463134766
2016-12-23,116.5199966430664,115.58999633789062,115.58999633789062,116.5199966430664,14249500.0,112.49724578857422
2016-12-27,117.80000305175781,116.48999786376953,116.5199966430664,117.26000213623047,18296900.0,113.21168518066406
2016-12-28,118.0199966430664,116.19999694824219,117.5199966430664,116.76000213623047,20905900.0,112.72895050048828
2016-12-29,117.11000061035156,116.4000015258789,116.44999694824219,116.7300033569336,15039500.0,112.69998931884766
2016-12-30,117.19999694824219,115.43000030517578,116.6500015258789,115.81999969482422,30586300.0,111.82140350341797
